,Unnamed: 0,company,title,description,salary,tags,location,labels,link,index
80,57,数据堂,韩语销售经理,"岗位职责
1、根据市场情况，开拓国内外人工智能大数据市场；
2、独立完成公司数据采集、标注产品的销售，参与合同的谈判和签订；
3、维系现有老客户关系，挖掘客户需求，促成新订单；
4、了解客户状态，及时更新、维护、分析客户数据；
5、负责客户订单的跟踪和交付，并处理售后问题。
任职要求：
1、全日制统招本科以上学历，计算机、管理相关专业优先；有留学背景优先。
2、1-3年销售经验，了解互联网数据行业，对新事物接受度高，学习能力强
3、具有优秀的问题解决能力和沟通能力；
4、具有独立拓展新领域的能力，有冲劲；
5、开拓销售能力强，有一定承压能力。
6、TOPIK6，有汽车圈工作经验优先",15-25K,"['北京', '1-3年', '本科']",北京海淀区数据堂(北京)科技股份有限公司1-4层,['韩语'],https://www.zhipin.com/job_detail/c50a276ccaad62711HF_2di6EFVW.html,17.0
81,60,MindFlow,大客户销售助理,"【岗位职责】
1、客户关系管理，与客户建立并维护长期合作关系，通过提供高价值服务，促进客户续约及增购；
2、准确识别和理解客户需求，并将客户需求和反馈进行收集分析，形成解决方案；
3、客户的日常维护，包括咨询跟进、问题处理、培训提升、知识库汇总等支持服务；
4、建立客户档案，洞察客户的生命周期，针对不同阶段客户给予相应的支持；
5、整理更新技术手册等实施文件，整理、挖掘、宣传典型客户案例。

【岗位要求】
1、全日制统招一本以上学历，1-3年B端商务经验，有自动驾驶背景及客户成功经验者优先；
2、思路清晰，逻辑性强，目标导向，具备较强的学习能力和钻研精神；
3、具备敏锐的市场洞察能力，善于发现和分析行业，了解行业发展趋势；
4、对工作有热情且有创业精神，能承受业务快速拓展时期的压力",10-15K·15薪,"['北京', '1-3年', '本科']",北京朝阳区望京SOHO T1A座1A座815,"['互联网/科技', '汽车', '沟通能力', '企业（To B）', '协助开发新客户', '协助维护客户关系', '对机构（To B）销售经验']",https://www.zhipin.com/job_detail/6a1bebc1981976311HN92du-EVFR.html,0.0
82,63,MindFlow,曼孚科技招聘供应链专员,"岗位职责
1.按照公司供应商开发管理流程，寻找开发合适的供应商
2.负责供应商绩效评估以及分类分级管理
3.负责供应商池的搭建和维护，根据业务完成供应商资源的匹配
4.负责结合供需关系市场，进行价格及成本调研，推动业务体系成本优化
参与上述供应商管理要求的供应商管理系统功能设计

岗位要求
1.本科及以上学历 
2.3年及以上互联网行业跨品类供应商管理经验
3.有供应商管理体系搭建经验者优先。
4.对数据敏感，善于从数据的变化中获取业务发生的变化并熟练使用数据分析工具；
5.对互联网产品有经验、有理解、有热情；
6.可接受短期出差，一周左右

优先：在数据标注，采集等人工智能领域具有至少1年的寻源采购经验，且带有采集，标注团队资源

原标题：《供应链专员》",9-14K·16薪,"['北京', '1-3年', '本科']",北京朝阳区望京SOHO T1A座0815,"['英语能力好', '中大型供应链管理经验']",https://www.zhipin.com/job_detail/ff810c736dbf45081HJ_39q4EVBQ.html,3.0
83,66,MindFlow,产品经理,"岗位职责
1.和管理层一起制定公司战略规划，推动公司在3年内成为行业的TOP1，市场占有率超70%；
2.根据公司战略和行业发展走向，管理团队制定AI产品规划和落地实施；
3.持续挖掘用户需求进行产品创新，协调内外部资源推动产品功能实现及不断迭代；
4.负责产品生命周期管理、产品市场竞争情况分析以及新产品项目管理等。

任职要求
1.全日制本科及以上，985&211本科及以上；
2.有极其敏感的商业嗅觉，对科技公司的发展史、竞争策略了如指掌；
3.高度关注业务数据，善于通过分析业务数据来调整产品策略；
4.3年以上互联网数据平台产品经验或调度平台开发相关工作经验；
5.熟悉SAAS产品、中台产品设计开发的流程和细节；
6熟练掌握产品原型、流程图、思维导图等涉及工具，熟练掌握SQL；
7.良好的产品分析与设计思路、较强的逻辑分析能力、优秀的跨部门沟通能力、出色的快速学习能力、卓越的执行力；

优先条件：
1. 有人工智能领域产品相关工作经验或工作案例；

【我们为您提供】
1、专业系统的培训机制：新员工培训+部门培训+管理培训+岗位技能培训；
2、属于你的福利：带薪年假+不定期聚餐+节日福利+生日会+绩效奖金；
3、开心快乐的工作环境，学习文化氛围浓厚的办公环境，高人才密度的团队小伙伴；
4、便利的交通条件，望京SOHO逛吃很方便。",20-40K·18薪,"['北京', '3-5年', '本科']",北京朝阳区望京SOHOT1A座0815,"['功能产品', '策略产品', '人工智能产品', '平台产品', 'SAAS产品', 'B端产品', '市场调研', '产品规划']",https://www.zhipin.com/job_detail/cf1d95af6ce8b2cc1XR72Nm8FFRU.html,6.0
84,69,MindFlow,运维工程师,"岗位职责： 
1.负责本地Docker/K8S虚拟化平台部署、监控、运维工作； 
2.负责公有云各类云服务的日常运维。面向的云服务范围包含：计算、存储、容器、虚拟网络等基础类服务，PAAS、EI、AI、全局服务等高阶类服务。 
3.参与运维自动化脚本开发，积极实现容器运维自动化； 
4.编写并持续完善系统运维手册、部署文档、性能参数说明; 
5.各类故障和事务的应急响应和技术支持 。

岗位要求： 
1. 全日制正规院校本科及以上学历，计算机、软件、通信、信息等相关专业； 
2. 3年以上较大规模复杂生产环境的运维经验； 
3. 深入理解Linux系统及优化，熟练shell/python； 
优先条件： 
1. 有知名互联网公司从业经验者；",11-16K·15薪,"['杭州', '3-5年', '本科']",杭州滨江区联络大厦12楼1202,"['Docker', '运维开发经验', '运维经验']",https://www.zhipin.com/job_detail/93dabab5fb75ca701HNz0ty0FVdV.html,9.0
85,72,MindFlow,中高级测试工程师,"岗位职责：
1.  参与曼孚相关业务平台测试的全流程，包括参与需求分析，设计评审，制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析等；
2.  编织软件测试报告并评估质量；
3. 制定测试流程与相关标准；

岗位要求：
1.  全日制正规院校本科及以上学历，计算机、软件、通信、信息等相关专业；
2.  2-3年以上测试经验(不含实习)，非外包；
3.  精通python，shell，go，java等至少一种编程语言，熟悉Linux系统；
4.  面对工作目标自我驱动及管理能力强，有激情和责任心，优秀的团队沟通和协作能力，以开放性思维，谦逊和积极乐观的态度对待工作和同事；

优先条件：
1. 有标注页面测试经验
2.有中大型分布式系统测试经验者优先；
3. 有接口、UI自动化测试经验者优先；
4.  有知名互联网公司工作经验者；",11-16K·15薪,"['北京', '1-3年', '本科']",北京朝阳区望京SOHO T1A座1A座815,"['自动化测试', '功能测试', '性能测试', '测试工作经验', '自动化测试经验']",https://www.zhipin.com/job_detail/527e1e12ef9e095f1HR-0tm_E1ZW.html,12.0
86,75,MindFlow,高级产品经理,"职位描述
1.负责公司某条平台产品线的需求定义和迭代，包括实现用户产能的管理、用户标签的挖掘与定义、用户匹配策略的设计、数据的统计与分析，对最终产品的价值负责；
2.协调资源推动产品功能实施，跟进项目进展，提高项目整体质量和开发效率;
3.负责产品上线后的功能推广工作，与公司内外部团队有效沟通，提升新产品在业务团队中的渗透，并搜集相关反馈，持续推进产品优化。

职位要求
1.本科及以上学历，3年产品经验，有人工智能、大数据相关行业背景优先；
2.有良好的产品分析、总结归纳能力，具有很好的跨团队沟通和协调能力，抗压能力强；
3.有广告引擎、推荐系统等策略类产品经验优先；
4.有团队管理经验优先

加分项
有以下行业经验：互联网",20-40K·16薪,"['北京', '3-5年', '本科']",北京朝阳区望京SOHOT1A座0815,"['功能产品', '策略产品', '产品设计', '数据产品', '人工智能产品', '平台产品', '中台产品', 'SAAS产品']",https://www.zhipin.com/job_detail/a7da106d21e5bc301Xd50tq9FlJT.html,15.0
87,78,MindFlow,产品经理,"薪资具体可谈~
岗位职责
1.负责标注平台工具类产品的落地，通过对工具模式、流程、操作的优化，提升自动驾驶3D/4D数据标注效率与质量
2.负责将AI能力与标注工具结合，关注标注行业市场动向，并分析竞品优劣，不断打造具有核心竞争力的产品
3.深入业务场景，洞察行业痛点与标注/验收需求，协同上下游及协同，推动产品迭代发展
4.追求标注、验收的极致体验，为效率与易用负责，追踪全流程和并持续打磨

职位要求
1.985/211本科及以上学历，计算机、软件工程、设计类相关专业优先
2.2年及以上ToB产品经验，有工具类产品经验优先。
3.具有清晰的逻辑思维框架，对业务数据敏感，善于分析问题背后的真相和核心原因
4.对用户行为和业务流程有敏锐的理解能力，有能发现问题的洞察力、判断力。
5.主动性强，能自驱地以目标与结果为导向做事
6.具备优秀的跨团队协作能力，能够协调业务、技术、算法团队拿下业务结果

加分项
有人工智能、新能源相关行业背景
有标注工具或设计类相关工具产品经验",18-30K·15薪,"['北京', '1-3年', '本科']",北京朝阳区望京SOHO T1A座1A座815,"['B端产品', '标注类产品', '设计类产品', '工具类产品']",https://www.zhipin.com/job_detail/d3954d54f96cc5df1HB729W6GVdX.html,18.0
88,80,Konvery Data,商务BD,"岗位职责：
- 负责公司在指定行业领域的商务发展，并为营收负责；
- 通过行业洞察和分析，设计/完善市场开拓和客户服务的架构流程；
- 主导 BD，充分理解客户需求的基础上灵活协调内外部资源，推动产品服务的高效交付；
- 维护并发展客户关系，及时了解行业需求变化和趋势，并反馈给内部团队。

任职要求：
- 具备本科及以上学历，3年以上商务工作经验，具有自动驾驶领域工作经验者优先；
- 具有良好的行业和市场分析能力，能够通过框架性思考构建方法论和知识库；
- 客户导向和结果导向，思维敏捷，思路开阔，能够高效完成客户需求拆解和资源配置；
- 团队管理和内部协作能力佳；
- 具有自动驾驶领域资源为加分项。",20-40K·15薪,"['北京', '3-5年', '本科']",北京海淀区搜狐网络大厦2层,"['渠道合作', '商务谈判能力', '大客户', '大客户销售经验', '商务拓展', '招投标工作', '互联网/科技', '销售', '商务谈判']",https://www.zhipin.com/job_detail/af0b1b29410f336e1XZ53N65F1dW.html,0.0
89,83,Konvery Data,大模型项目实习生（资源方向）,"工作内容：
1. 基于大模型方面的数据需求，支持寻找和招募人力资源；
2. 对人力进行培训和高效运营，来提升项目生产效率；
3. 配合项目经理完成必要的沟通和协调。

任职要求：
1. 高等院校在校学生，毕业时间不晚于2024年6月，能够保证每周4天以上，持续3个月以上的实习时间；
2. 有过招聘、社群运营等经验者优先；
3. 对人工智能和大模型有了解，会使用国内外大模型工具；
4. 有一定数据处理能力，会使用低代码工具者优先。",200-250元/天,"['北京', '4天/周 3个月', '本科']",北京海淀区搜狐网络大厦2层,"['大模型', '人工智能', '社群运营']",https://www.zhipin.com/job_detail/cc1c4ee90d95c8271HZ629S6E1ZZ.html,3.0
90,85,Konvery Data,Python实习生,"岗位职责：
* 支持数据项目的数据分包和格式转换等脚本技术工作，并不断迭代相关解决方案；
* 参与数据生产项目的结果和过程分析，并基于数据提出和落地规模化方案，提升生产效率；
* 参与其他项目相关工作。

任职要求：
* 大学本科/研究生在读，计算机、软件工程相关专业/实习经验者优先；每周可至少工作4天，可持续实习6个月（2024.8-2025.2）；
* 具有一定Python编程经验，熟悉os、shutil、pandas等模块；熟悉json格式；了解 Sql 基本查询、表关联等功能，对数据库有基本了解；
* 对 AI 行业感兴趣，善于理解和学习，沟通能力强。",200-230元/天,"['北京', '4天/周 6个月', '本科']",北京海淀区搜狐网络大厦二楼,"['Pandas', 'MySQL', 'json', 'Python']",https://www.zhipin.com/job_detail/baac7e8e977ec1391HF63di7GFdX.html,5.0
91,87,Konvery Data,解决方案经理,"岗位职责：
1. 与客户进行沟通，了解客户需求，提供专业的产品咨询和技术支持；协助团队制定销售策略和方案，为潜在客户提供定制化的解决方案。
2. 收集客户反馈，对产品和服务进行持续改进，提高客户满意度。
3. 协调内部资源，确保客户问题的及时解决，提高客户体验。
4. 与客户保持联系，维护良好的客户关系，持续挖掘服务机会。

任职要求：
1. 本科及以上学历，计算机科学等相关专业优先。
2. 5年左右商务/售前相关从业经验，具有人工智能数据行业经验优先。
3. 具有较强的沟通能力和表达能力，逻辑清晰，思路开阔，能够与客户进行专业的咨询式沟通。
4. 有团队协作精神，能积极参与跨部门的业务合作。
5. 能够接受差旅。

加分项
有以下行业经验：企业服务·大数据",25-35K·15薪,"['北京', '5-10年', '本科']",北京海淀区搜狐网络大厦2层,"['计算机/通信相关专业', '售前技术支持经验', '可适应出差']",https://www.zhipin.com/job_detail/006cc61cc5a7b8881X1_3Nq4GFZU.html,7.0
92,90,Konvery Data,商务经理 - 大模型业务,"岗位职责：
- 负责公司在大模型行业领域的商务发展，并为营收负责；
- 通过行业洞察和分析，设计/完善市场开拓和客户服务的架构流程；
- 推动商务流程，完成商机到收入的高效率转化；
- 充分理解客户需求的基础上灵活协调内外部资源，推动产品服务的高效交付；
- 维护并发展客户关系，及时了解行业需求变化和趋势，并反馈给内部团队。

任职要求：
- 具备本科及以上学历，3年以上人工智能相关行业商务工作经验，具有大模型领域工作经验者优先；
- 具有良好的行业和市场分析能力，能够通过框架性思考构建方法论和知识库；
- 客户导向和结果导向，思维敏捷，思路开阔，能够高效完成客户需求拆解和资源配置；
- 团队管理和内部协作能力佳。",20-35K·15薪,"['北京', '3-5年', '本科']",北京海淀区搜狐网络大厦2层,"['商务洽谈能力', '资源整合能力', '项目执行推进能力', 'To B销售经验']",https://www.zhipin.com/job_detail/e7a3652f8123c30c1Hdz2Ni5FlJT.html,10.0
93,93,Konvery Data,运营经理,"职位描述：
1. 通过多样化的方式，包括但不限于校园合作、招聘渠道、社交平台、社群等方式，招募和运营人才资源；
2. 梳理和分析人员画像，迭代运营模式，提升人员在项目中的活跃度和产出；
3. 协调和沟通项目团队之间的工作，促进信息的流通和工作的协同，确保项目的顺利进行。

职位要求：
1. 全日制本科及以上学历，2年以上用户/社群运营工作经验者优先。
2. 逻辑性好，沟通能力佳，能够快速输入和输出信息。
3. 具有创新思路，能够灵活应对变化和未知，对人工智能和大模型有兴趣，能够主动学习和探索新的知识。
4. 具有一定数据分析能力，掌握数据分析工具的使用者优先。",13-25K,"['北京', '1-3年', '本科']",北京海淀区搜狐网络大厦2层,"['C端用户', '社群运营经验', '沟通能力好', '数据分析能力好', '不接受居家办公', '用户画像与分层', '社群搭建与维护', '精细化运营策略设计']",https://www.zhipin.com/job_detail/a2dcded9270317d21HZy2Nu_GFNS.html,13.0
94,96,Konvery Data,运营经理,"职位描述：
1. 通过多样化的方式，包括但不限于校园合作、招聘渠道、社交平台、社群等方式，招募和运营人才资源；
2. 梳理和分析人员画像，迭代运营模式，提升人员在项目中的活跃度和产出；
3. 协调和沟通项目团队之间的工作，促进信息的流通和工作的协同，确保项目的顺利进行。

职位要求：
1. 全日制本科及以上学历，2年以上用户/社群运营工作经验者优先。
2. 逻辑性好，沟通能力佳，能够快速输入和输出信息。
3. 具有创新思路，能够灵活应对变化和未知，对人工智能和大模型有兴趣，能够主动学习和探索新的知识。
4. 具有一定数据分析能力，掌握数据分析工具的使用者优先。",13-25K,"['北京', '1-3年', '本科']",北京海淀区搜狐网络大厦2层,"['教育培训', '科技', '职场', '社区数据分析', '用户精细化运营', '促进用户生产内容']",https://www.zhipin.com/job_detail/0decdf67141a4ca11HZy2Nu8FFZY.html,16.0
95,99,Konvery Data,人力招募项目经理,"职位描述：
1. 通过对需求的分析，为相关项目预先储备多元化的人力资源，确保项目需求得到快速响应和满足。
2. 通过多样化的方式，包括但不限于校园合作、招聘渠道、社交平台、社群等方式，招募和运营人才资源；
3. 协调和沟通项目团队之间的工作，促进信息的流通和工作的协同，确保项目的顺利进行。

职位要求：
1. 全日制本科及以上学历，2年以上相关工作经验，有规模化人力团队的招募和运营经验优先。
2. 逻辑性好，沟通能力佳，能够快速输入和输出信息。
3. 具有创新思路，能够灵活应对变化和未知，对大模型项目有深入了解和兴趣，能够主动学习和探索新的知识。
4. 具有一定数据分析能力，掌握数据分析工具的使用者优先。",15-25K,"['北京', '1-3年', '本科']",北京海淀区搜狐网络大厦2层,['COE'],https://www.zhipin.com/job_detail/1205f684f84c73511HZ50ti5FFJV.html,19.0
96,100,景联文,产品/项目经理助理(可转正),"1.协助产品/项目经理，进行客户的需求整理和分析，需求文档撰写。
2.协助产品/项目经理进行数据搜集整理，对接供应商沟通需求和样例。
3.协助协调项目、研发团队日常进度及跟踪。

能力要求:
1.本科及以上学历，通过CET-4,熟悉office工具
2.专业不限，性格外向易擅长沟通
3.可实习3个月以上
注：面试共二轮，一轮人事线上初面，二轮业务部门线下二面",140-160元/天,"['杭州', '5天/周 3个月', '本科']",杭州萧山区杭州景联文科技有限公司信息港E-7,['软件/信息技术项目'],https://www.zhipin.com/job_detail/26daa8233f5f2bc91HB_3tm5GVZT.html,0.0
97,102,景联文,AI数据标注实习生（之江）,"【招聘岗位】：AI数据标注管理
【工作详情】：了解项目标注规则，使用相应软件进行标注，根据标注规则进行内容标注，保证数据交付质量。
【人员要求】：可以实习1个月以上，上班认真，不得无故请假，需要坐班，不迟到早退。
【薪资待遇】：150/天
【工作地址】： 杭州余杭区之江实验室
【工作时间】： 朝九晚六，双休
【备注】：需要尽快到岗；优秀者可开实习证明；薪资月结",140-150元/天,"['杭州', '5天/周 1个月', '大专']",杭州萧山区杭州湾信息港E1座7楼,"['数据标注', '图片标注', '标框标注']",https://www.zhipin.com/job_detail/3ed91c5275ce04be1HB639-6EldY.html,2.0
98,104,景联文,项目经理（军工）,"岗位内容：
1、制定项目计划:根据军工企业的战略目标和市场需求，以及科研项目的具体情况，制定详细的科研项目计划，明确项目的目标、任务、计划、进度和预算等，同时提出相应的实施方案；
2、监控项目进度:负责实时监控项目的进度和成本情况，及时发现和解决项目中出现的问题和风险，确保项目按照计划顺利进行；
3、管理项目资源:协调和有效利用军工企业内外部的资源，包括对接外协和上级单位等，确保项目的名项任务得以顺利完成；
4、质量管理与风险控制:根据军工企业的相关标准和要求，对科研项目进行质量管理，及时发现和解决项目中的问题和风险，确保项目的质量和进度；
5、沟通和协调:保持与项目团队成员、上级领导和其他利益相关方的良好沟通，协调各方意见和需求确保项目目标的实现；
6、项目总结与归档:在项目结束后，组织项目团队进行总结和评估，将项目资料归档，为今后的工作提供参考。

任职要求：
1、学历要求：本科以上学历，计算机等相关专业，硕士优先；
2、工作经验：至少有3年以上项目管理经验;熟悉人工智能、大数据相关专业知识；有数据采集、数据标注行业项目管理经验;
3、技能要求：有较强的各类报告及方案撰写能力，熟练掌PPT、Word,Excel等办公软件；PMP证书;
4、具有良好的独立工作能力、客情维护能力、沟通协调组织能力和团队协作能力。
5、能适应必要时的短期出差。",10-15K,"['北京', '3-5年', '本科']",北京海淀区光耀东方S座光耀东方广场羊坊店路18号1幢9层902室,"['计算机相关专业', '大数据项目管理经验', '实施交付经验']",https://www.zhipin.com/job_detail/abae0ce98195db2e1HB63N2_EVVZ.html,4.0
99,107,景联文,商务经理（GPT业务）,"岗位职责：
1、负责AI数据服务行业的开拓、维护，协调内部资源，完成个人季度及年度目标；
2、AIGC方向数据销售，承担销售指标：
3、实时把握客户需求，为客户提供一体化解决方案；
4、做好项目协同工作，全流程项目跟进，做好KA客户的服务工作，不断提高客户的合作价值；
5、与各渠道保持良好的沟通，积累行业人脉，有效执行和推进行业经营计划。
任职资格
1、本科以上学历，市场营销、计算机等相关专业；3年以上销售经验，需具备AI行业经验，有云服务相关经验优先；
2、熟悉商务谈判及顾问式营销方法与技能，通过有效的演讲、谈判，能获取商机、赢得客户认可并保持长期客户关系；
3、能接受出差，常规应酬，热爱销售工作；
4、善于沟通，学习力强，具备较强的沟通能力和抗压性。",15-25K,"['杭州', '3-5年', '本科']",杭州萧山区杭州湾信息港E1座7楼,"['对企业/机构（To B）销售经验', '企业（To B）', '人工智能', 'GPT', '互联网/科技']",https://www.zhipin.com/job_detail/c03eda4043c99cfc1HB42Nu1GFNX.html,7.0
100,110,景联文,项目经理pm,"岗位职责：
1、负责监督项目管理相关制度、流程和标准的执行情况，及时纠偏和完善；
2、各项目需求评估及分析，协调外部资源需求；
4、管控各项目成本、团队成员及供应商资源；
3、进度管理：推进项目进展，及时、稳妥处理项目重大突发事件，确保各项目按进度进行；
4、质量管理：负责监督各项目质量；
5、确保项目按照与客户约定的工期及质量标准提交数据；
6、客户关系管理：开展客户满意度调查，分析反馈结果，提出改进建议。
任职资格：
1、有项目管理或团队管理经验优先
2、本科及以上学历，12年及以上工作经验；
3、有较强的沟通、组织、策划管理经验优先；
4、有一定的项目管理经验，有数据或人工智能行业经验优先；
5、善于沟通协调， 责任心强，具有团队意识。",8-10K,"['杭州', '1-3年', '本科']",杭州萧山区杭州湾信息港E1座7楼,"['数据采集', '数据标注']",https://www.zhipin.com/job_detail/cd61fe4ba407177b1HB639u8GFBU.html,10.0
101,113,景联文,商务经理（GPT方向）,"岗位职责：
1、负责AI数据服务行业的开拓、维护，协调内部资源，完成个人季度及年度目标；
2、数据采集标注销售，承担销售指标：
3、实时把握客户需求，为客户提供一体化解决方案；
4、做好项目协同工作，全流程项目跟进，做好KA客户的服务工作，不断提高客户的合作价值；
5、与各渠道保持良好的沟通，积累行业人脉，有效执行和推进行业经营计划。
任职资格
1、 本科以上学历，市场营销、计算机等相关专业；2年以上销售经验，有数据服务、科技等相关行业工作经历优先；
2、 熟悉商务谈判及顾问式营销方法与技能，通过有效的演讲、谈判，能获取商机、赢得客户认可并保持长期客户关系；
3、 能接受出差，常规应酬，热爱销售工作；
4、善于沟通，学习力强，具备较强的沟通能力和抗压性。",12-20K,"['杭州', '3-5年', '本科']",杭州萧山区杭州景联文科技有限公司信息港E-7,"['企业（To B）', '人工智能', '大数据', 'GPT']",https://www.zhipin.com/job_detail/499ccabb7e26d93d1HB42Nu0FFRS.html,13.0
102,116,景联文,项目助理实习生,"(该岗位外语及相关专业优先，最好是小语种专业）
一、岗位描述：
1、收到客户合作意向后，详细了解客户的项目需求
2、负责数据的接收、分发、回收和提交，并确保每一步的数据安全
3、负责项目进展中的日常工作
4、按时提交项目报告、项目成果以及标志文件，并随时监控项目质量
5、部门经理安排的其他工作
6、工作时间：朝九晚六，双休，法定节假日
二、任职要求：
1、熟练掌握任意一门外语，具有外语读、写、听、说能力，全日制本科以上学历（外语专业优先，大专以上有两年以上工作经验亦可）
2、文字基础好，熟悉office，word，excel，ppt 
3、性格开朗、外向，能在工作中多学、多问；善于人沟通，有较强的交流能力，能很好的理解项目需求
4、熟悉项目管理流程，有较强的项目监控能力；有较强的责任心和事业心，能承受较大的工作压力
5、有驾照",120-170元/天,"['杭州', '5天/周 3个月', '本科']",杭州萧山区杭州湾信息港E座,"['项目助理', 'IT项目管理', '外语']",https://www.zhipin.com/job_detail/c57a8818e1446b001nR-3ty_FVtQ.html,16.0
103,118,景联文,商务经理（GPT方向）,"岗位职责：
1、负责AI数据服务行业的开拓、维护，协调内部资源，完成个人季度及年度目标；
2、数据采集标注销售，承担销售指标：
3、实时把握客户需求，为客户提供一体化解决方案；
4、做好项目协同工作，全流程项目跟进，做好KA客户的服务工作，不断提高客户的合作价值；
5、与各渠道保持良好的沟通，积累行业人脉，有效执行和推进行业经营计划。
任职资格
1、 本科以上学历，市场营销、计算机等相关专业；2年以上销售经验，有数据服务、科技等相关行业工作经历优先；
2、 熟悉商务谈判及顾问式营销方法与技能，通过有效的演讲、谈判，能获取商机、赢得客户认可并保持长期客户关系；
3、 能接受短期出差，常规应酬，热爱销售工作；
4、善于沟通，学习力强，具备较强的沟通能力和抗压性。",12-20K,"['深圳', '3-5年', '本科']",深圳南山区海岸大厦东座509,"['企业（To B）', '人工智能', '大数据', 'GPT']",https://www.zhipin.com/job_detail/7d15ac19604aba7c1HB42Nu6GFVV.html,18.0
104,120,上海爱数,渠道经理,"岗位职责描述
1.基于行业深耕、客户经营、生态共赢的销售策略，结合区域市场特点和行业策略，规划和发展多样性的合作伙伴网络，对区域伙伴的签约和经营
质量负责;
2.结合行业客户策略，拉通行业销售团队与行业伙伴的客户经营合作，对伙伴整体合作业绩产出负责
3.持续赋能伙伴，落地销售工具喊能、商机赋能、联合打单喊能完整的GTM赋能体系，提升伙伴能力，实现伙伴在商业市场的自主销售和服务
4.对商业市场的业务成功负责
经营好区域市场的品牌和口碑，通过客户沙龙、伙伴沙龙等市场活动持续传递爱数产品方案，激活客户与伙伴，确保区域市场良性发展
招聘要求:
1、本科及以上学历，5年以上客户销售、合作伙伴或渠道经营相关经验
2、能独立开展合作伙伴的签约规划、开拓、及持续经营工作;
3、不仅有面向客户的销售经验，更为重要的是能指导合作伙伴独立完成商机挖掘和客户经营:
4、30岁以下，重点考虑执行力强，学习能力强，职业化素养高的合作伙伴经理，30岁以上需要有合作伙伴网络规划和伙伴经营计划制定，执行能力.",20-28K,"['杭州', '5-10年', '本科']",杭州西湖区黄龙万科中心G座黄龙万科中心G座707,"['渠道关系维护', '渠道/机构客户开发', '代理商体系搭建', '软件/SaaS', '较强的渠道拓展能力', '具有线下渠道销售经验', '较强的市场分析能力', 'TOB']",https://www.zhipin.com/job_detail/6ea00e8a621edc291Hd73dq9FFFR.html,0.0
105,123,上海爱数,高级c++开发工程师,"职位描述：负责参与存储系统的设计与开发。将作为团队的重要成员，与团队一起研究、开发并优化高性能的存储解决方案，以满足公司业务发展的需求。
主要职责：
1.参与存储系统的设计和开发工作，实现高性能、高可靠性的存储解决方案；
2.对存储系统进行性能优化，提升存储效率，保证数据的稳定性与安全性；
3.跟踪存储领域的最新技术动态，提出创新性的解决方案，推动产品的持续改进与升级；
4.撰写相关的技术文档，与团队成员保持良好的沟通与合作，确保项目的顺利进行；
任职要求：
1.计算机相关专业本科及以上学历，5年以上C++编程经验，具备存储领域相关项目经验；
2.熟练掌握C++编程语言，熟悉面向对象编程思想，熟悉常用的数据结构和算法，具备良好的编程习惯；
3.对存储系统、文件系统、数据库等有深入了解，具备相关实践经验；
4.熟悉Linux操作系统及开发环境，了解网络编程、多线程编程等相关知识；
5.具备良好的分析问题与解决问题的能力，对技术有热情，具有持续学习与创新的能力；
6.优秀的团队合作与沟通能力，能够承担工作压力，具备高度的责任心与敬业精神。
加分项：
1.有分布式存储系统、云存储系统等相关领域的工作经验；
2.熟悉存储协议如NFS、SMB、POSIX等；
3.有过性能调优、故障排查等实际项目经验；",25-50K,"['上海', '3-5年', '本科']",上海闵行区爱数集团闵行区万泰路50号,"['C++', 'Linux开发/部署经验', '分布式存储', 'ceph']",https://www.zhipin.com/job_detail/7ed045394e08c9fb1Hd-29u-GFZR.html,3.0
106,126,上海爱数,资深大客户经理（企业行业）,"岗位职责：
1、负责公司上海区域大企业行业销售工作，根据公司制定的年度销售目标，完成销售任务；
2、 负责公司产品及解决方案在大区内的市场开拓，负责行业客户经营，深入了解客户业务需求，帮助客户完成数字化转型，实现业务成功
3、负责重点项目可行性分析，组织项目交流和谈判，在公司授权后负责项目投标、合同签订等；

任职资格：
1、本科及以上学历，8年以上销售经验，熟悉软件产品销售，具备企业行业运作经验；
2、有国际企业级软件公司、咨询公司、Saas软件厂商（领域优先）、国内大型IT厂商、人工智能产品厂商、数字化转型产品厂商等从业背景者优先考虑；
3、具备跟客户高层进行业务价值及场景交流能力，具备大项目运作能力；
4、丰富的大客户经营经验，对核心客户进行长期深耕，有决策链分析理论及攻克经验，熟悉行业数字化转型趋势；
5、有一定的过程管理经验，能够进行过程管理，销售数据分析中发现问题并进行改进；有数据要素、数据治理、数据中台、数据智能、智能运维、可观测性等相关产品经验优先考虑；
6、为人正直，有责任感，有成长型思维。

岗位亮点：
1、爱数公司2006年成立，全球规模1700人+，业务遍及40多个国家与地区，公司多年写入Gartner报告，发展稳步提升
2、客户覆盖金融、高端制造、运营商、政府、医疗、教育等数十个行业，业务遍及40多个国家与地区，获得27,000+家客户的认可
3、扁平化管理+以人为本
4、base上海",30-60K,"['上海', '5-10年', '本科']",上海闵行区爱数集团爱数,"['软件/SaaS', '较多出差', '较多外勤', 'B端市场开发经验', '软件/信息化服务销售经验', '计算机相关学历', '业务开拓能力', '商务谈判技巧', '新客户开发', '收集分析市场信息', '客户关系维护', '互联网/科技']",https://www.zhipin.com/job_detail/8a20bb7c3f1f54d21HJ62ty5GVtQ.html,6.0
